text	label
Die dummen Fragen kommen von Erwachsenen: »Wo guckst du denn raus?«, »Ist es heiß da drin?«, »Scheißjob, oder?«, »Wo geht es hier zum Klo?« Aus Sicherheitsgründen ist Wumbo normalerweise mit noch drei anderen »Comics« unterwegs: Rabe Rabix, Wildschwein Rochus und Krokodil Ali Ben Gator. In den Kostümen stecken Schüler, die Wochenende haben oder Ferien. Ihr achtstündiger Arbeitstag sieht so aus: Am Vormittag begrüßt die Gruppe die Parkgäste am Eingang, am Nachmittag halten sich die vier in der Nähe der Kleinkinderattraktionen auf, und am Abend gibt es eine kleine Show, bei der eine Geschichte von einem Erzähler gesprochen wird, die die Figuren dann nachspielen. Jede Dreiviertelstunde ist für 15 Minuten Pause. Sonst hält man die Hitze und die schlechte Luft in dem Kostüm nicht aus.	non-fic
Sein Auge schweift über scheinbar endlose Räume , sein Gemüt ist ästhetisch bewegt von Vorgängen und Gebilden der Natur , die zwar mächtige , aber dunkle Gefühle in ihm erwecken . Der unendlichen Subjektivität der Dichter ist hier der allerweiteste Spielraum gelassen ; dieselbe verkrüppelte Weide kaun verschiedenen Dichtern verschiedene Gefühle des Trotzes oder der Trauer oder des Gespensterhasten oder weiß Gott noch was alles erwecken . Aber eine besondre Schwierigkeit für den Erzähler liegt bei dieser Kunstart in der Aufgabe , die Menschen innerhalb des Naturbildes zu individualisiren . Will er nicht den gesamten Stimmungsgehalt des Bildes gefährden , so muß er sich in der Charakteristik der Menschen auf die großen Striche beschränken , er kann sich nicht in psychologische Einzelheiten verlieren , denn sie würden den Leser nur vom Grundton ablenken . Er darf auch nur sehr selten , wenn er nicht in langweilige Einförmigkeit verfallen will , die landschaftliche Stimmung selbst zum Motiv der Handlungen machen .	non-fic
Und man darf begierig sein , ob es ihr gelingt , in den noch verheißnen zwei Bänden den Reiz und die Farbenpracht dieses ersten festzuhalten . Aus dem reichen , weichen Süden in den kargen , harten Norden , von Ricarda Huch zu Jakob Knudsen . Dieser dänische Erzähler ist bisher in Deutschland nicht bekannt geworden , und es ist verdienstlich , daß uns sein Hauptwerk , der Roman „ Anders Hjarmsted' , in einer von Hermann Kiy besorgten Übersetzung nun vorgestellt wird ( Leipzig , Johannes von Schalscha Ehrenfeld ) . Diesem Bauern Anders Hjarmsted sitzt der ererbte Starrsinn des unbeugsamen Rechtsuchers im Blute . Ohne Not , nnr dem Recht zuliebe , fängt er Streit mit seinem mächtigen Nachbarn an , dessen Tochter er obendrein liebt .	non-fic
Wir wollen auch bei Seite setzen , daß für die höchsten Anforderungen doch jene Stilunterschiede , welche aus der Natur der echt novellistischen und echt dramatischen Stoffe hervorgehen , untilgbar und unverwischbar sind und sein müssen , und wollen davon absehen , daß die reflectirte Absichtlichkeit oft einen Reiz und Duft verwischt , welcher vollendeten Erzählungen eigen sein muß . Wir stellen uns mit dem Verfasser auf gleichen Boden und sagen mit ihm : „ Es kann der Novelle unter keinen Umständen schaden^ wenn sie von der dramatischen Kunst das nothwendige vom zufälligen sondern lernt . ' Die novellistische Handlung kann durch Concentration , durch festere Verknüpfung der einzelnen Momente , durch eine energische Steigerung bis zum Schluß in zahlreichen Fällen gewiß nur gewinnen , und wir brauchen auch nicht allzu ängstlich zu untersuchen , ob die Erfindung des Dichters überall die Grenzen der epischen Kunst einhält , ob bei dem raschen , ungestüm vorwärts drängenden Gange nicht manche Blüte ungepflückt bleibt , welche der behaglicher seines Weges schleudernde Erzähler uns darbieten würde . Aber — wie anders , wie wesentlich anders ist das dramatische und das theatralische Element in der Novelle ! Kann man zugeben , daß jede poetisch darstellenswerthe Handlung einen Kern enthält , dem eine dramatische Zuspitzung zu Theil werden kann , ist es sicher das Recht des hierfür besonders begabten Dichters , auf die Steigerung und jene schlagkräftige Charakteristik besondres Gewicht zu legen , die man dramatisch nennt , so hat es doch seine großen Bedenken , die conventionellen Gruppirungen und Seencnfvlgen des realen Theaters in die erzählende Dichtung herüberzunehmeu .	non-fic
Das ist dem Chevalier de Tilly näher als dem von Cabanis sehr genau gelesenen Marquis de Sade. Der erfolgreichste dieser Romane war „Gabriele und die Schlacht von Toulouse“, Die Schlacht ist gemeint, die der Marschall Soult gegen den Herzog von Wellington verlor und mit der die Familientradition des Erzählers verbunden ist. Er bemüht sich, sie zu schildern, aber die Affäre mit Gabriele tritt dazwischen und nimmt schließlich den ganzen, der großen Geschichte vorbehaltenen Raum ein.	non-fic
Erst in ihrer neuen Umgebung sieht sie ihre Kreativität gefordert. Anna nimmt teil an diesen unterschiedlichen Biografien, ist selbst, einer Nomadin gleich, noch auf der Suche nach einem emotionalen und intellektuellen Zuhause. Barbara Honigmann ist eine große Erzählerin. Das zeigt die künstlerisch gelungene Komposition und Anordnung der Briefe, die eine Lesespannung erzeugen, wie sie erfreulicherweise für den heutigen deutschsprachigen Roman wieder bezeichnend geworden ist. Alle Korrespondenzpartner haben ein eigenes Profil, eine individuelle Aura, vermitteln durch ihre unterschiedlichen Alltagssprachen ein nuanciertes Bild ihrer Aspirationen und Krisen.	non-fic
Auch die Gedichte auf Bischer verdienen Lob . Im ganzen aber ist die Lyrik nicht das Gebiet , auf dem sich Ilse Frapan auszeichnet . Ans Umwegen tritt jeuer Charakter einer selbstherrliche » Natur , die mit allen ihre » guten n » d schlimmen Eigenschaften so genommen werde » will , wie sie ist , i » ihren Novellen zu Tage , und zwar dadurch , daß die Erzählerin solche schwer biegsame Nntnren selbst schildert . Von jenem Selbstgefühl ans nimmt sie ihren Sta » dpn » le für die Betrachtung der andern Menschen . Was dieser „ Engen Welt ' an Weite des Hintergrundes und der Aussicht mangelt , soll die in die Tiefe gehende Charakteristik der Gestalten ersetzen .	non-fic
Die Färbung verstärken prächtige Lieder und Sprüchlein , teils ans dein Schatze der Volkspoeste , teils Kunstprodukte des Doktors . Ein solches , für den Ort seiner Bestummmg außerordentlich passendes , läßt dieser dem zweijährigen Patenkinde in die Grenzboten 1903 IV Zwei Seelen ersten Höschen einsticken , die er seiner Gewohnheit nach mit einer feierlichen Rede überreicht . Von einem der Volkslieder : Bur , holl seur ! lautet die erste Strophe : Ans der zweiten Seite schreibt der dem Publikum als Erzähler noch ganz unbekannte Autor — er hat bisher nur Gedichte und Dramatisches veröffentlicht — von seinem Buche : „ Es ist ein volkstümliches Buch , denn was es enthält , es wurzelt im ureigner Wesen des deutschen Volks . Es ist ein ernstes Buch , es ist ein heiteres Buch . Ja beim Krauskopf kann man lachen , herzlich lachen , wenn man das Lachen noch nicht gänzlich verlernt hat .	non-fic
Das Korrigieren von Fehlern sprachlicher und sachlicher Art verschob ich auf den Schluß und das geschah auch nie in tadelnder Weise . Überhaupt kam es mir oarcmf an , dieser „ Erzählstnnde' , die man auch Bibliotheksstunde nennen konnte , den belehrenden Charakter einer Unterrichtsstunde zu nehmen , durch die erzählende plaudernde Form die Kinder aus ihrem Schneckenhäuschen hervorzulocken . Das gelang , indem ich selbst zum Erzähler und eifrigen Hörer wurde , mich zu den Kindern setzte und in ihrer Sprache redete . Bald bemerkte ich , wie sich die . Kinder auf die Erzählstuude freuten , wie sie immer eifriger in der Benutzung ihrer Bücher wurden .	non-fic
Den eigenartigsten , reichsten Schatz innerer Erfahrung aber thut der Dichter immer da auf , wo Kindheitserinnerungen zur Sprache kommen . Neben der psychologischen Tiefe zeichnet der hohe künstlerische Ernst das Werk aus . Auch wo er das Gräßliche schildert , schildert Mörike niemals gräßlich , und überall wahrt er die Ueberlegenheit des Erzählers über die Personen seiner Dichtung . Hob den Roman schon in seiner ersten Gestalt poetischer Reichthum und liebevolle Vertiefung in den Gegenstand hoch über die Sphäre der gewöhnlichen Romanliteratur empor , so hat er in der Umarbeitung durch den gereiften Kunstsinn des Verfassers an maßvoller Haltung und Adel der Sprache gewonnen . Unter den Charakteren ist in der Bearbeitung am tiefsten umgestaltet und am meisten gehoben — mehr fast , als der Oekonomie des Ganzen entspricht — die Gräfin .	non-fic
Wenn der Ausdruck „ Oheim' streng zu nehmen ist , so müßte auch 16 * Esther , als sie Königin ward , eine bejahrte Frau gewesen sein ; doch brauchen wir das Wort wohl nicht so streng zu nehmen , obgleich alte jüdische Erklärer nicht vor der Lächerlichkeit zurückgescheut sind , sie vorher 7 S Jahre im Hause ihres Oheims wohnen zu lassen . Durchaus unwahrscheinlich ist es . daß die Königin sich nicht einmal beim König anmelden lassen oder ihm wenigstens eine schriftliche Botschaft übersenden durfte . Daß Esther zum zweiten Mal ihr Leben in Gefahr begiebt , um dem König etwas mitzutheilen , was sie ihm gleich selbst oder durch Vermittlung des inzwischen zur höchsten Macht gelangten Mardochcii hätte sagen können , geschieht nur , um ihren Heldenmuth ins gehörige Licht zu setzen , ist aber ebenso sehr gegen alle Wahrscheinlichkeit , wie daß sie dem König nichts von ihrer jüdischen Abkunft sagen darf , ein Umstand , der aber für den Erzähler nöthig war , um der Bitte Esthers für sich und ihr Volk den nöthigen Effect zu geben . Man rühmt vielfach die genaue Kenntniß der Sitten des persischen Königshofs , weiche das Buch enthalte , ohne zu bedenken , daß die hier gegebne Schilderung , soweit sie geschichtlich ist , auf alle großen Höfe des alten Asiens paßt , während so grobe Verstöße gegen das Costüm , wie der fortwährende Verkehr des draußen sitzenden Juden Mardochai mit der Königin im Serail , unbeachtet bleiben . Und so könnten wir noch mehre kleine durchaus unhistorische Züge angeben ; wir wollen uns aber mit der Hauptsache begnügen : wenn schon der Befehl zur Ausrottung der Juden im ganzen Reich undenkbar ist . wie kann man gar an einen solchen Unsinn glauben , daß es den Juden verstattet sei , 75,000 Unterthanen des Königs niederzumachen ?	non-fic
Zu Lenz’ 70. Geburtstag (1983) erschienen diese nur wenige Seiten langen Texte im Belser Verlag, jetzt gibt es bei Insel erfreulicherweise eine Neuauflage. Damit ist nicht nur eines der ungewöhnlichsten literarischen Städte-Porträts der Nachkriegszeit, sondern auch das geheime Werkstatt-Buch eines großen Erzählers wieder im Handel. Bis ins Detail treten in seinen Skizzen und Panoramen die Grundzüge der Lenzschen Arbeitsweise hervor,Stuttgart vergegenwärtigt nicht nur den Raum, auf den sich sein Fantasieren fast ein Leben lang bezog, es ist auch die Darstellung eines einzigartigen Sehens und Wahrnehmens, das den Vergleich mit Walter Benjamins oder Franz Hessels Städtebildern nicht zu scheuen braucht.	non-fic
Nur ihr Stil hätte billig etwas anders ausfallen dürfen ; lst von Poeten und Poetessen die Rede , da heißt Erich Schmidts Essay Über Storm eine Storm-Etude , Übersetzer heißen Umgießer und Translateure , und was der Gesuchtheiten mehr sind . Wir wissen , in welcher Schule dieser ^ ? &quot; l zu Hause ist , da aber Sakheim ausweislich des Literaturkalenders erst ^erundzwanzig Jahre alt ist , darf man die Hoffnung hegen , daß er sich aus mesem Dickicht von Preziositäten ( wir haben dafür kein deutsches Wort ) noch herausfindet . Übrigens könnte er sein Urteil über Willibald Alexis noch einer Revision unterziehen — dieser große Erzähler kommt mir bei ihm zu schlecht weg . ^ Bei guter Laune unternimmt Franz Leppmann eine Wanderung von der Romantik bis zur Gegenwart im Zeichen von Hoffmanns Kater Murr und Literarhistorische Rundschau weist eine durch wechselseitige Beeinflussung zusammenhängende Reihe unterhaltender und zum Teil unvergeßlicher Katzen nach , zwischen die Storms gräßliche Bulcmannkater ihre Pfoten recken , und an deren Ende Spiegel , das Kätzchen , uns versöhnlich anblickt . ( Kater Murr und seine Sippe . München .	non-fic
Die Bilder öffnen sich, protzen mit ihren Verschlüsselungen, geben ihre Schwächen nicht preis: Bilder aus einem Paradies der Bilder. Und Bav?ar, der in Slowenien nach seinem Studium für kurze Zeit Gymnasiallehrer gewesen war, nimmt seine Erzähler an die Hand, damit alles in ihren Worten Gestalt annehme, was seinem inneren Bild nützlich sein könnte. Um die Kunst hat sich – seit der Renaissance – ein komplexes System von Beschreibungen und Analysen entwickelt.	fic
Freitag, 14. Oktober, 22.15 Uhr; 1. Programm: „Helle Nächte“, nach Dostojewskij Es ist vielleicht nicht das Schlimmste, daß dem Romancier und Erzähler Dostojewskij im Titel der Sendung ein Schauspiel angedichtet wurde, das er nie geschrieben hat. Schlimmer ist es, daß aus „Weiße Nächte“ auf dem Bildschirm „Helle Nächte“ wurde. Das ist nicht bloß ein harmloser philologischer Schnitzer, das geistige Klima des 1848 geschriebenen „empfindsamen Romans“ (so Dostojewskijs eigene Bezeichnung) ist mißverstanden.	non-fic
Als Aristoteles die Wissenschaft der Grammatik erfnud , war die goldne Zeit der griechischen Litteratur vorüber , und die fleißigen Grammatiker Alexandriens haben keine zweite heraufgeführt . So ist die Sache bei allen übrigen Kulturvölkern verlaufen . Wir Deutschen haben uns zweier klassischen Perioden zu erfreue « , aber beide sind ohne Beihilfe , ja ohne Kenntnis der deutschen Grammatik aus dem gährenden Volksgeiste emporgestiegen , und wenn unser Volk eine dritte erleben soll , dann — scheint es mir — muß es vorher die deutsche Grammatik vergessen , die es nach Ablauf der zweiten aus den Meisterwerken seiner Dichter , Erzähler und Denker hercmsdestillirt hat . Von den größten Dichtern und Prosaisten aller Völker hat keiner die Grammatik seiner Muttersprache studirt . Homer hatte keine Ahnung vo » einer solchen Wissenschaft , und auch Sophokles und Plato konnten noch keinen Unterricht darin empfangen .	non-fic
Das Erstaunliche an dieser Prosa, die dem traditionellen Muster vom Auszug aus dem als Enge empfundenen Zuhause über Fremderfahrungen und Scheitern bis hin zur resignierten Heimkehr folgt, ist die Wahl der Frauenperspektive, aus der ein Mann hier schreibt. Delblanc verwechselt dabei allerdings Einfühlung mit Schwülstigkeit, in den unterschiedlichen inneren Monologen gelingt nur selten eine eigenwillige Personencharakteristik, und auch im Zusammenspiel mit der ironischen Distanz des Erzählers ist noch lange kein Bruch mit den Konventionen erreicht.Lutz Tantow nan	fic
Solche krampfhaften Selbstbestätigungsversuche sind aber kein wirksames Mittel gegen die Melancholie, die steten Todesgedanken, vondenen Boetius erfüllt ist. Für die Allgegenwart des Todes ist es charakteristisch, daß der Erzähler das Wort „Tod“ kaum je ausschreibt, es immer nur abgekürzt verwendet, um es nicht zu „berufen“, daß er sich Sätze notiert wie diesen: „Für das Tier ist das Leben etwas Ungeheures.	non-fic
"Soll man? -, so lässt sich die Stadlersche Werkanstrengung durchaus verstehen als kleines, verwildertes Nachspiel zum katholisch-barocken Welttheater, wo alles Bühne, Schein und Rollenspiel war, vor dem Hintergrund freilich einer jenseitigen und wahren Welt. An die Stadlers zappelnde Erzähler nicht einen Augenblick mehr glauben mögen. Das macht sie zu Opfern und Helden ihres unendlichen Räsonierens, mit immer nur paradoxem Ergebnis: ""Wir waren ungläubig und wurden für unseren Unglauben mit dem Leben bestraft."" Aber: ""Ich redete mir ein, daß das Leben selbst so etwas wie das kleinere Übel war."""	fic
Norfolk will mit allem glänzen, was er hat: den antiken Mythen, den modernen Zitaten und Anspielungen, den historischen Fakten und dem schön gedrechselten Stil. Er möchte der große Erzähler und der große Chronist, der geniale Mythomane und der meisterhafte Allegoriker zugleich sein, am liebsten in jedem einzelnen Satz. Diese Kraftmeierei bringt „Lemprières Wörterbuch“ zum Platzen.	non-fic
