text	label
Während Raabe ganz Dichter und der Einseitigkeit politischer oder religiöser Tendenz abgeneigt ist , ist Hansjakob ein bewußter Tendenzschriftsteller , der seinen Zusammenhang mit der Loelysia militans , seine lveihuachtsbücher Streitfertigkeit in ihrem Interesse unbefangen zeigt . Wo Rande mit klarem Blick die Grenzen der Bildung gegenüber den tiefern Quellen menschlichen Wertes und Glücks erkennt und mit überlegnem Humor oder leichtem Spott die Ausschreitungen und Anmaßungen der Bildung zurückweist , da bringt der katholische Pfarrer einen ehrlichen und herzlichen Bildungshaß mit . Hansjakob dürste hierin weit eher mit seinem allemannischen Stnmmgenossen und protestantischen Gegenfüßler , dem großen Berner Erzähler Jeremias Gotthelf ( Albert Bitzius ) verglichen werden , als mit Raabe . Und doch trifft der Vergleich wieder nicht zu , denn wenn Jeremias Gotthelf auch wie Hansjakob ein gewaltiger Kämpfer war , der die Donner der strafenden Kanzelrede in die Erzählung hineintrug , so übertraf er doch an unbewußten Künstlersinn , an energischem Drang zum Plastisch-Anschaulichem , an gestaltender Kraft selbst Wilhelm Raabe sehr bedeutend . Hansjakob aber steht in dieser Richtung weit unter Raabe ; sein Bedürfnis künstlerischer Begrenzung und gleichmäßiger Ausgestaltung , sein episches Talent ist viel geringer als das des Norddeutschen , er wird von der Stoffüberfülle , die ihm zu Gebote steht , viel stärker überwältigt als der Verfasser des „ Hungerpastors &quot; und des „ Horns von Wcmza . &quot; Den Hauch kräftiger , ja derber Gesundheit hat er mit dem Schweizer Erzähler gemein .	b
Der ist goldrichtig so, in seiner Branche. Die will das nun mal so: so rund, zuckersüß, oben mit spritziger Sahne, innen mit schwereren, ernsteren Einlagen, sozusagen Zeit-Marzipan. Aus der Badestube eines durchaus routinierten Erzählers kommt da eine stattliche Schwarzwälder Edeltorte, wie man sie schätzt, nicht nur hierzulande. Konditorwaren kann man höchstens ihren Liebhabern mit einem lustvollen Zungenschnalzen weiterempfehlen. Wir versuchen das.	b
Seitdem besteht in Massnuah ein Christus um Kreuze , der nicht nach arischen , sondern nach dein Negertypus gebildet ist : der einzige „ schwarze Heiland' der Missionen . Diese Beispiele mögen genügen , die Phantasie Fuchs-Talabs zu kennzeichnen . Die erfinderischen Erzähler sind heutzutage zu selten , als daß man sie uicht fördern sollte . Wen » Fuchs seiue Form mehr veredelt , so kann man Mohl noch wertvolleres von ihm erwarten . Und nnn geraten wir an zwei Sammlungen kurzer Geschichten , sogenannter Feuilletonnovelleu , wie sie seit einigen Jahre » von den Wiener Zeitungen mit Vorliebe gedruckt werde » .	b
Dafür macht er Handke schwärzer, als er ist. Am Ende verschmilzt Gotscheff das Zwiegespräch zwischen Gregor und dem Erzähler zu einem halbstündigen Weltverwünschungs-Monolog, um dann, als wolle er diese Suada nun nicht länger dulden, den Frieden verkünden zu lassen(»Peace«!), das »Ende des Sturms«. Das Publikum jubelt, denn mit diesem Schluss kann es die Welt im Großen verwerfen und im Kleinen schamlos weitermachen.	d
Nachdem die Behörde tausende von Briefen empfangen hatte , bat sie die Pn-sse , mitzuteilen , daß die Geschichten ganz aus der Luft gegriffen seien . Als ich das nächste Mal die Geschichte hörte , kam sie aus einer Stadt in Mittelengland . Ich bat den Erzähler darum , die Kinder selbst aufzusuchen , und hier ist seine Antwort : einer unserer Freunde erzählte uns , er wisse bestimmt , daß ein Arzt Der belgische Volkskrieg im Urteil der Neutralen von dort aufs Land gereist sei , um nach den belgischen Kindern , von denen ich sprach , zu sehen ; ich habe aber nun herausgefunden , daß das ganze nur Altweibergeschwätz gewesen ist , und bin nun behutsamer geworden , an derartige Geschichten zu glauben . — Ja , wenn die Leute doch etwas vorsichtiger in dieser Richtung wären , dann kämen nicht so viele Ungerechtigkeiten vor . &quot; Gad spinnt diese Betrachtungen in interessanter Weise noch weiter aus , indem er der Theorie von der „ Expansionskrast der Erinnerung & quot ;( August Groll ) eben auch für den Fall Belgien eine gewisse Geltung einräumt , und stellt die wohl nicht unberechtigte Frage : warum sollen die Belgier besser sein als andere Menschen ? Dem Glöckner Jörgensen aber hält er noch vor : „ Übrigens gibt es noch eine Stufe , und auf der steht Johannes Jörgensen offenbar : der Journalist oder Kriegsbuchversasser wendet die Geschichten im Dienste der Indignation an .	a
"Mit unbewegtem Interesse, mit indifferenter Aufmerksamkeit faßt er die — in seinen Augen — „toten Seelen"", die dort wandeln, in den Blick. Genauso ist der Eindruck, den die Lektüre hinterläßt: Man hat mal amüsiert, mal nachdenklich diese sonderbare Welt durchstreift, doch nach dem Schlußpunkt ist die Szenerie des Romans vieder so stillgestellt wie die Landschaft in jenen Ideinen Schneekugeln, in denen sich keine Flocke mehr rührt, sobald man sie aus der Hand legt. Das soll nicht heißen, Marias sei kein gewandter, intelligenter Erzähler. Daß er das ist, steht von der ersten Seite an außer Zweifel. Spielerisch durchmißt er sein Feld, wechselt mühelos zwischen Beobachtungen und Reflexionen, vom Physiognomischen zur angedeuteten Metaphorik."	b
Bekanntlich enthält dieselbe eine große Anzahl von Späßen , welche an die Unsittlichkeit des Klerus anknüpfen . Es scheint uns aber ganz verkehrt , wenn man , wie das vielfach geschehen ist , aus dem Umstände , daß gerade diese Sorte von Geschichten so häufig wiederkehrt , auf eine reformatorische Tendenz bei Männern wie Bebel oder Pauli schließen will . Man Übersicht dabei viel zu sehr das Behagen , das die Erzähler solcher Streiche an der Sache selbst haben , und vergißt , daß die Gelegenheit , derartige Witze anzubringen , bei keinem Stande günstiger war als bei dem geistlichen , da der Widerspruch zwischen den Forderungen des Cölibates und den Verlockungen des Lebens dieselben nur drastischer machen mußte . Ganz ähnlich liegen die Verhältnisse beim Schelmuffsky . Es ist , so viel wir sehen , garnicht zu verkennen , daß der Schreiber desselben mit dem größten Wohlgefallen das Lügcnsystem seines Helden ausspinnt , daß er aufschneidet , weil ihm das Aufschneiden selbst Spaß macht , gerade so wie der Jäger , der den Leuten von seinen Heldenthaten , wie man zu sagen pflegt , „ die Hucke voll lügt , &quot; selbst das größte Vergnügen an seinen Flunkereien hat .	b
Am ehesten erreicht er eine ge wisse Geschlossenheit und das Gleichmaß aller Teile in seinen kleineren Kompositionen ; wir werdeu noch auf einige derselben hinzuweisen haben , die auch den strengsten Anforderungen in dieser Beziehung entsprechen . In den größeren Romanen gesellt sich zu der Art , über Wichtiges hinwegzuspringen und das Recht des epischen Netardirens gelegentlich zu brauchen , hie und da eine gewisse Undeutlichkeit , eine Vorliebe für Einzelgestalten , deren frühere schwere Schicksale in einem bedenklichen Dunkel liegen , eine Neigung , mit bloßen Andeutungen und gleichsam mit poetischen Ausrufungszeichen zu wirken . Diese letztem können im Drama zu Zeiten einen vollen Eindruck hervorbringe » , in der Erzählung nnr dann , wenn sie dramatisch , im Munde der vorgeführten Gestalten , nicht aber , wenn sie in der Zwischensprache des Erzählers vorkommen . Entsprechend der Eigenart der Raabeschen Kompositionc » , ans welche wir bei den Einzelwerken näher einzugehen haben , ist auch der Stil des Schriftstellers in gewisser Weise ungleich . Er erhebt sich zu großer Kraft und einer außerordentlichen Anmut , wo Raabe im vollen Fluß der Darstellung ist , und er behält etwas Lebendig-Gewinnendes , solange der Autor ganz bei seinem Gegenstande weilt .	b
„Alles in meinem Leben begann, über Floh zu laufen“, lautet ein unscheinbarer Schlüsselsatz auf der letzten Seite des Romans. Geradezu enthusiasmiert ist der Vater vom rötlich schimmernden Atmungsorgan der Tochter; unwiderstehlich das Bedürfnis, die feinen trockenen Schleimkrusten, die sich innen ans Gewebe heften, mit den Fingern zu beseitigen. Von hier aus ist die vergangene Nacht, in der der Erzähler, neben seiner Frau liegend, in der eigenen Nase bohrt, schnell erobert: Patty schreibt ihre abendlichen Aufzeichnungen ins geheime Babytagebuch, und Mike versucht, erst die Buchstaben; schließlich die Kommata mit dem Gehör zu lesen. Die Form des Kommas erinnert ihn nicht nur an die Nase, er bearbeitet derweil den krustigen Innenraum seiner eigenen, was die schreibende Patty wiederum als Abweichung vom normalen Atemverhalten bemerkt. Gesteht der Nasebohrer seiner Frau nun die unappetitliche Tätigkeit und gibt damit eine weitere „ehefestigende“ Intimität zum besten, oder würde das Bekenntnis eine unabsehbare ehebedrohliche Folge von ästhetischhygienischen Mißstimmungen nach sich ziehen?	d
Die ganze Einheit des Romans beruht in der Gestalt des Jenatsch , und diese wird nicht völlig deutlich und überzeugend , obschon einzelne Momente , in denen sie handelnd eingreift , von hinreißender Kraft und Schönheit find . Jeder Leser des Romans aber wird zugeben , daß die Vollendung der Situationsmalerei die der Anlage , Verknüpfung und der Gestaltenzeichnung weit überragt . Inwieweit dies für den Romandichter und Erzähler ein Mangel ist , darüber können verschiedene Meinungen laut werden , wir verkeimen keineswegs , daß , wie überhaupt bei der Richtung der Erzählungskunst eine Mitwirkung der jeweiligen Geschmacksbedürfnisse des Publikums stattfindet , die Neigung der Gegenwart zum Genrebild mit starkem und vor allein mit fremdartigen leuchtenden Farbenauftrag , an der bezeichneten Eigenthümlichkeit des Poeten eine Art Antheil hat . Die Novelle „ Das Amulet' erzählt uach einer der oben berührten , bei unserem Autor beliebten Einleitungen die Geschichte zweier junger Schweizer , des katholischen Wilhelm Bvceard von Freiburg und des ealviuistischeu Hans Schaden vou Bern , die in das Unheil der Bartholomäusnacht verflochten werden . Schadan ( der in seinem Alter die Erinnerungen an jene schwülen Tage aufzeichnet ) entrinnt durch die aufopfernde Landsmannschaft Boceards , welcher unter den königlichen Schweizern dient , dem todtbringenden Paris und kauu sein junges Weib Gasparde , die er gewonnen , sicher in der heimatlichen Schweiz bergen , während der brave Boecard , trotz seines Amnlets der allerheiligsten Jungfrau von Einsiedeln , im Getümmel der Mordscenen den Tod findet .	b
